input,expected_output
"{""user_context"": ""Generate a architecture diagram showing user registration"", ""context_metadata"": {""urls"": [""https://example.com/api""], ""tags"": [""architecture"", ""user registration""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.92, ""reasoning"": ""User wants to create a diagram, which directly maps to CREATE_DIAGRAMS task type.""}"
"{""user_context"": ""Check which website has the lowest price for headphones"", ""context_metadata"": {""urls"": [], ""tags"": [""lowest"", ""headphones""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.9, ""reasoning"": ""User explicitly wants price comparison functionality.""}"
"{""user_context"": ""Add team meeting to my calendar for next Friday"", ""context_metadata"": {""urls"": [], ""tags"": [""team meeting"", ""next Friday""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.9, ""reasoning"": ""User explicitly requests creating calendar entries or reminders.""}"
"{""user_context"": ""Create notes summarizing the discussion points"", ""context_metadata"": {""urls"": [], ""tags"": [""summarize"", ""the discussion points""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.91, ""reasoning"": ""User explicitly requests to take notes or document information, which maps to NOTE_TAKING task type.""}"
"{""user_context"": ""Schedule team meeting for next Friday in my calendar"", ""context_metadata"": {""urls"": [], ""tags"": [""team meeting"", ""next Friday""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.86, ""reasoning"": ""Request involves scheduling or adding events to calendar.""}"
"{""user_context"": ""Get all data from the product table on the dashboard"", ""context_metadata"": {""urls"": [], ""tags"": [""product"", ""the dashboard""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.94, ""reasoning"": ""User wants to capture or pull table information, indicating table extraction functionality.""}"
"{""user_context"": ""Generate a map showing warehouses and their locations"", ""context_metadata"": {""urls"": [""https://example.com/admin""], ""tags"": [""showing"", ""warehouses""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.93, ""reasoning"": ""Request involves creating geographic visualizations or location maps.""}"
"{""user_context"": ""Find the cheapest tablets by price comparison"", ""context_metadata"": {""urls"": [""https://www.dashboard.com/api""], ""tags"": [""cheapest"", ""tablets""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.89, ""reasoning"": ""User wants to compare prices across stores, matching COMPARE_SHOPPING_PRICES task type.""}"
"{""user_context"": ""Download analytics reports to my computer automatically"", ""context_metadata"": {""urls"": [""https://example.com/admin""], ""tags"": [""analytics"", ""computer""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.92, ""reasoning"": ""User wants to automatically download reports, matching AUTO_DOWNLOAD_REPORTS task type.""}"
"{""user_context"": ""Create a geographic map of warehouses"", ""context_metadata"": {""urls"": [], ""tags"": [""geographic"", ""warehouses""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.88, ""reasoning"": ""User wants to create a map showing locations, matching CREATE_LOCATION_MAP task type.""}"
"{""user_context"": ""Fill the survey form automatically"", ""context_metadata"": {""urls"": [""https://api.example.com/docs""], ""tags"": [""survey"", ""automatically""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.9, ""reasoning"": ""User wants to automatically fill out a form, matching FILL_FORM_AUTOMATICALLY task type.""}"
"{""user_context"": ""Schedule a reminder for deadline reminder on March 15th"", ""context_metadata"": {""urls"": [""https://portal.example.com/portal""], ""tags"": [""deadline reminder"", ""March 15th""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.9, ""reasoning"": ""Request involves scheduling or adding events to calendar.""}"
"{""user_context"": ""Create a workbook for tracking leads with fields: product, price, quantity"", ""context_metadata"": {""urls"": [], ""tags"": [""workbook"", ""tracking leads""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.93, ""reasoning"": ""Request involves extracting or organizing data into a sheet/spreadsheet format.""}"
"{""user_context"": ""Add todo items for the project"", ""context_metadata"": {""urls"": [], ""tags"": [""items"", ""the project""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.88, ""reasoning"": ""User explicitly requests creating a todo list or adding tasks.""}"
"{""user_context"": ""Compare prices of cameras from different vendors"", ""context_metadata"": {""urls"": [], ""tags"": [""cameras"", ""vendors""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.93, ""reasoning"": ""Task requires comparing prices across different retailers or vendors.""}"
"{""user_context"": ""Create a visual architecture diagram for {topic}"", ""context_metadata"": {""urls"": [""https://api.example.com/reports""], ""tags"": [""visual"", ""architecture""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.94, ""reasoning"": ""User wants to create a diagram, which directly maps to CREATE_DIAGRAMS task type.""}"
"{""user_context"": ""Create an email to the team about the progress"", ""context_metadata"": {""urls"": [], ""tags"": [""the team"", ""the progress""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.92, ""reasoning"": ""Request involves creating email content or messages.""}"
"{""user_context"": ""Create a calendar entry for client call on tomorrow"", ""context_metadata"": {""urls"": [""https://app.example.com/api""], ""tags"": [""client call"", ""tomorrow""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.94, ""reasoning"": ""Task requires calendar event creation functionality.""}"
"{""user_context"": ""Add client call to calendar for tomorrow"", ""context_metadata"": {""urls"": [""https://example.com/admin""], ""tags"": [""client call"", ""tomorrow""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.89, ""reasoning"": ""Request involves scheduling or adding events to calendar.""}"
"{""user_context"": ""Find the best deal on laptops by comparing prices"", ""context_metadata"": {""urls"": [], ""tags"": [""deal"", ""laptops""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.87, ""reasoning"": ""Request involves comparing product prices from multiple sources.""}"
"{""user_context"": ""Save this link to my knowledge repository"", ""context_metadata"": {""urls"": [], ""tags"": [""save"", ""this link""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.86, ""reasoning"": ""Request involves saving or storing content in a knowledge management system.""}"
"{""user_context"": ""Save this information to my information repository"", ""context_metadata"": {""urls"": [], ""tags"": [""information"", ""this information""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.93, ""reasoning"": ""User explicitly mentions adding to knowledge base or archiving for reference.""}"
"{""user_context"": ""Create reminders about project milestones"", ""context_metadata"": {""urls"": [""https://example.com/products""], ""tags"": [""about"", ""project milestones""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.94, ""reasoning"": ""Request involves creating tasks, reminders, or checklist items.""}"
"{""user_context"": ""Compile customer information into a spreadsheet document"", ""context_metadata"": {""urls"": [], ""tags"": [""compile"", ""customer information""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.89, ""reasoning"": ""Request involves extracting or organizing data into a sheet/spreadsheet format.""}"
"{""user_context"": ""Fill out contact form using my stored information"", ""context_metadata"": {""urls"": [""https://www.portal.com/reports""], ""tags"": [""contact"", ""stored""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.93, ""reasoning"": ""Request involves auto-populating form fields with user information.""}"
"{""user_context"": ""Save this resource to my personal knowledge base"", ""context_metadata"": {""urls"": [""https://dashboard.example.com/portal""], ""tags"": [""personal"", ""this resource""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.92, ""reasoning"": ""Request involves saving or storing content in a knowledge management system.""}"
"{""user_context"": ""Write down the main takeaways from the webinar"", ""context_metadata"": {""urls"": [], ""tags"": [""takeaways"", ""the webinar""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.94, ""reasoning"": ""User explicitly requests to take notes or document information, which maps to NOTE_TAKING task type.""}"
"{""user_context"": ""Create a workbook for managing inventory with fields: product, price, quantity"", ""context_metadata"": {""urls"": [""https://api.example.com/portal""], ""tags"": [""workbook"", ""managing inventory""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.9, ""reasoning"": ""Task involves data extraction and organization into spreadsheet format.""}"
"{""user_context"": ""Set up a spreadsheet to track sales leads"", ""context_metadata"": {""urls"": [""https://example.com/docs""], ""tags"": [""track"", ""sales leads""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.92, ""reasoning"": ""Task involves data extraction and organization into spreadsheet format.""}"
"{""user_context"": ""Generate a architecture diagram of our system"", ""context_metadata"": {""urls"": [""https://example.com/dashboard""], ""tags"": [""architecture"", ""our system""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.86, ""reasoning"": ""User explicitly mentions creating or drawing a diagram.""}"
"{""user_context"": ""Complete the survey form using my saved data"", ""context_metadata"": {""urls"": [""https://example.com/dashboard""], ""tags"": [""survey"", ""saved""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.89, ""reasoning"": ""User wants to automatically fill out a form, matching FILL_FORM_AUTOMATICALLY task type.""}"
"{""user_context"": ""Add project review to my calendar for next week"", ""context_metadata"": {""urls"": [""https://www.app.com/dashboard""], ""tags"": [""project review"", ""next week""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.87, ""reasoning"": ""Task requires calendar event creation functionality.""}"
"{""user_context"": ""Jot down important points about project requirements"", ""context_metadata"": {""urls"": [], ""tags"": [""important"", ""project requirements""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.87, ""reasoning"": ""User wants to save notes or document key points, indicating note-taking functionality.""}"
"{""user_context"": ""Make a task list for system upgrade"", ""context_metadata"": {""urls"": [], ""tags"": [""list"", ""system upgrade""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.9, ""reasoning"": ""User explicitly requests creating a todo list or adding tasks.""}"
"{""user_context"": ""Automatically download sales reports from the dashboard"", ""context_metadata"": {""urls"": [""https://dashboard.example.com/products""], ""tags"": [""sales"", ""the dashboard""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.93, ""reasoning"": ""User wants to automatically download reports, matching AUTO_DOWNLOAD_REPORTS task type.""}"
"{""user_context"": ""Draw a sequence diagram for the application"", ""context_metadata"": {""urls"": [""https://portal.example.com/dashboard""], ""tags"": [""sequence"", ""the application""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.91, ""reasoning"": ""User explicitly mentions creating or drawing a diagram.""}"
"{""user_context"": ""Automatically download performance reports from the dashboard"", ""context_metadata"": {""urls"": [""https://api.example.com/reports""], ""tags"": [""performance"", ""the dashboard""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.91, ""reasoning"": ""Task requires automated report downloading functionality.""}"
"{""user_context"": ""Get all data from the sales table on the website"", ""context_metadata"": {""urls"": [""https://dashboard.example.com/reports""], ""tags"": [""sales"", ""the website""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.89, ""reasoning"": ""User wants to capture or pull table information, indicating table extraction functionality.""}"
"{""user_context"": ""Extract table information about {topic} from this page"", ""context_metadata"": {""urls"": [], ""tags"": [""information"", ""{topic}""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.93, ""reasoning"": ""Task requires extracting table data from a specified source.""}"
"{""user_context"": ""Create a calendar reminder for team meeting on next Friday"", ""context_metadata"": {""urls"": [""https://example.com/admin""], ""tags"": [""team meeting"", ""next Friday""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.87, ""reasoning"": ""Task requires calendar event creation functionality.""}"
"{""user_context"": ""Capture table data for customers from this page"", ""context_metadata"": {""urls"": [], ""tags"": [""customers"", ""this page""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.92, ""reasoning"": ""Request involves extracting structured table data from a webpage or source.""}"
"{""user_context"": ""Create reminders about project milestones"", ""context_metadata"": {""urls"": [], ""tags"": [""about"", ""project milestones""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.93, ""reasoning"": ""User explicitly requests creating a todo list or adding tasks.""}"
"{""user_context"": ""Get the data table from the dashboard"", ""context_metadata"": {""urls"": [""https://www.dashboard.com/admin""], ""tags"": [""data"", ""the dashboard""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.91, ""reasoning"": ""User explicitly wants to extract table data from a source, matching EXTRACT_DATA_TABLE task type.""}"
"{""user_context"": ""Save this resource to my personal knowledge base"", ""context_metadata"": {""urls"": [""https://www.dashboard.com/portal""], ""tags"": [""personal"", ""this resource""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.91, ""reasoning"": ""Request involves saving or storing content in a knowledge management system.""}"
"{""user_context"": ""Check laptops prices across various online stores"", ""context_metadata"": {""urls"": [], ""tags"": [""laptops"", ""online""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.9, ""reasoning"": ""Request involves comparing product prices from multiple sources.""}"
"{""user_context"": ""Find the best deal on headphones by comparing prices"", ""context_metadata"": {""urls"": [""https://www.portal.com/api""], ""tags"": [""deal"", ""headphones""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.93, ""reasoning"": ""Request involves comparing product prices from multiple sources.""}"
"{""user_context"": ""Archive this research paper in my knowledge vault"", ""context_metadata"": {""urls"": [], ""tags"": [""vault"", ""this research paper""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.89, ""reasoning"": ""User wants to add content to a knowledge base or repository, matching ADD_TO_KNOWLEDGE_BASE task type.""}"
"{""user_context"": ""Write down the main takeaways from the webinar"", ""context_metadata"": {""urls"": [], ""tags"": [""takeaways"", ""the webinar""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.94, ""reasoning"": ""User explicitly requests to take notes or document information, which maps to NOTE_TAKING task type.""}"
"{""user_context"": ""Draw a sequence diagram for documentation"", ""context_metadata"": {""urls"": [], ""tags"": [""sequence"", ""documentation""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.89, ""reasoning"": ""User wants to create a diagram, which directly maps to CREATE_DIAGRAMS task type.""}"
"{""user_context"": ""Draw a architecture diagram for the application"", ""context_metadata"": {""urls"": [], ""tags"": [""architecture"", ""the application""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.85, ""reasoning"": ""User wants to create a diagram, which directly maps to CREATE_DIAGRAMS task type.""}"
"{""user_context"": ""Automatically fetch financial reports from the portal"", ""context_metadata"": {""urls"": [""https://example.com/docs""], ""tags"": [""financial"", ""the portal""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.95, ""reasoning"": ""Task requires automated report downloading functionality.""}"
"{""user_context"": ""Jot down important points about project requirements"", ""context_metadata"": {""urls"": [""https://example.com/admin""], ""tags"": [""important"", ""project requirements""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.88, ""reasoning"": ""User explicitly requests to take notes or document information, which maps to NOTE_TAKING task type.""}"
"{""user_context"": ""Build a map displaying delivery points"", ""context_metadata"": {""urls"": [""https://www.admin.com/products""], ""tags"": [""displaying"", ""delivery points""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.88, ""reasoning"": ""User explicitly requests creating a map with location data.""}"
"{""user_context"": ""Create a todo list for website redesign"", ""context_metadata"": {""urls"": [], ""tags"": [""todo"", ""website redesign""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.89, ""reasoning"": ""User wants to create todo items or a task list, which matches CREATE_TODO task type.""}"
"{""user_context"": ""Store this article in my reference library"", ""context_metadata"": {""urls"": [""https://www.api.com/admin""], ""tags"": [""reference"", ""this article""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.87, ""reasoning"": ""User wants to add content to a knowledge base or repository, matching ADD_TO_KNOWLEDGE_BASE task type.""}"
"{""user_context"": ""Draw a architecture diagram for microservices"", ""context_metadata"": {""urls"": [""https://www.admin.com/dashboard""], ""tags"": [""architecture"", ""microservices""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.94, ""reasoning"": ""User explicitly mentions creating or drawing a diagram.""}"
"{""user_context"": ""Auto-populate application form fields with my data"", ""context_metadata"": {""urls"": [], ""tags"": [""application"", ""fields""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.95, ""reasoning"": ""Request involves auto-populating form fields with user information.""}"
"{""user_context"": ""Save this document to my knowledge repository"", ""context_metadata"": {""urls"": [""https://example.com/api""], ""tags"": [""save"", ""this document""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.95, ""reasoning"": ""Task requires storing content in a knowledge repository or management system.""}"
"{""user_context"": ""Create tasks related to project tasks"", ""context_metadata"": {""urls"": [], ""tags"": [""related"", ""project tasks""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.87, ""reasoning"": ""User wants to create todo items or a task list, which matches CREATE_TODO task type.""}"
"{""user_context"": ""Build an Excel file containing operational data"", ""context_metadata"": {""urls"": [], ""tags"": [""excel"", ""operational""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.95, ""reasoning"": ""User explicitly mentions creating a spreadsheet or organizing data into tabular format.""}"
"{""user_context"": ""Take notes on the training from the webinar"", ""context_metadata"": {""urls"": [], ""tags"": [""notes"", ""the training""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.89, ""reasoning"": ""Request involves capturing, recording, or documenting information from a source.""}"
"{""user_context"": ""Extract marketing from dashboard and put it in a sheet"", ""context_metadata"": {""urls"": [], ""tags"": [""extract"", ""marketing""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.87, ""reasoning"": ""Task involves data extraction and organization into spreadsheet format.""}"
"{""user_context"": ""Create a map showing customer locations"", ""context_metadata"": {""urls"": [""https://example.com/api""], ""tags"": [""map"", ""customer locations""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.87, ""reasoning"": ""Request involves creating geographic visualizations or location maps.""}"
"{""user_context"": ""Draft a message to the client regarding meeting notes"", ""context_metadata"": {""urls"": [], ""tags"": [""the client"", ""meeting notes""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.9, ""reasoning"": ""Request involves creating email content or messages.""}"
"{""user_context"": ""Create a calendar entry for deadline reminder on March 15th"", ""context_metadata"": {""urls"": [], ""tags"": [""deadline reminder"", ""March 15th""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.9, ""reasoning"": ""User wants to create a calendar event, matching CREATE_CALENDAR_EVENT task type.""}"
"{""user_context"": ""Note the highlights from the conference on the workshop"", ""context_metadata"": {""urls"": [], ""tags"": [""highlights"", ""the workshop""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.91, ""reasoning"": ""User wants to save notes or document key points, indicating note-taking functionality.""}"
"{""user_context"": ""Create a visual UML diagram for {topic}"", ""context_metadata"": {""urls"": [], ""tags"": [""visual"", ""UML""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.92, ""reasoning"": ""User wants to create a diagram, which directly maps to CREATE_DIAGRAMS task type.""}"
"{""user_context"": ""Complete survey form with pre-filled information"", ""context_metadata"": {""urls"": [""https://www.portal.com/products""], ""tags"": [""survey"", ""pre-filled""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.87, ""reasoning"": ""User explicitly requests automatic form filling functionality.""}"
"{""user_context"": ""Create a geographic map of customer sites"", ""context_metadata"": {""urls"": [], ""tags"": [""geographic"", ""customer sites""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.87, ""reasoning"": ""Task requires location mapping functionality.""}"
"{""user_context"": ""Fill in the survey form with my responses automatically"", ""context_metadata"": {""urls"": [""https://survey.example.com/form""], ""tags"": [""survey"", ""responses""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.88, ""reasoning"": ""Automatically filling in a survey form indicates form automation functionality.""}"
"{""user_context"": ""Generate a process diagram showing user registration"", ""context_metadata"": {""urls"": [""https://api.example.com/api""], ""tags"": [""process"", ""user registration""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.85, ""reasoning"": ""User explicitly mentions creating or drawing a diagram.""}"
"{""user_context"": ""Make a checklist for product launch"", ""context_metadata"": {""urls"": [""https://app.example.com/products""], ""tags"": [""checklist"", ""product launch""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.9, ""reasoning"": ""User explicitly requests creating a todo list or adding tasks.""}"
"{""user_context"": ""Document the discussion about the discussion"", ""context_metadata"": {""urls"": [""https://portal.example.com/api""], ""tags"": [""discussion"", ""the discussion""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.89, ""reasoning"": ""Request involves capturing, recording, or documenting information from a source.""}"
"{""user_context"": ""Auto-fill the job application form with my profile information"", ""context_metadata"": {""urls"": [], ""tags"": [""job application"", ""profile""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.89, ""reasoning"": ""Task requires automatically completing form fields.""}"
"{""user_context"": ""Archive this link for future reference"", ""context_metadata"": {""urls"": [], ""tags"": [""archive"", ""this link""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.92, ""reasoning"": ""Task requires storing content in a knowledge repository or management system.""}"
"{""user_context"": ""Make a architecture diagram illustrating the flow"", ""context_metadata"": {""urls"": [], ""tags"": [""architecture"", ""the flow""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.89, ""reasoning"": ""User wants to create a diagram, which directly maps to CREATE_DIAGRAMS task type.""}"
"{""user_context"": ""Block calendar time for deadline reminder on March 15th"", ""context_metadata"": {""urls"": [], ""tags"": [""deadline reminder"", ""March 15th""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.93, ""reasoning"": ""Request involves scheduling or adding events to calendar.""}"
"{""user_context"": ""Complete the registration form using my saved profile information"", ""context_metadata"": {""urls"": [""https://example.com/register""], ""tags"": [""registration"", ""profile""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.9, ""reasoning"": ""Completing a form using saved information requires automatic form filling capabilities.""}"
"{""user_context"": ""Capture the comparison table from the dashboard"", ""context_metadata"": {""urls"": [], ""tags"": [""comparison"", ""the dashboard""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.93, ""reasoning"": ""User explicitly wants to extract table data from a source, matching EXTRACT_DATA_TABLE task type.""}"
"{""user_context"": ""Capture notes on the meeting during the client call"", ""context_metadata"": {""urls"": [""https://example.com/dashboard""], ""tags"": [""capture"", ""the meeting""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.89, ""reasoning"": ""User wants to save notes or document key points, indicating note-taking functionality.""}"
"{""user_context"": ""Complete the registration form automatically"", ""context_metadata"": {""urls"": [], ""tags"": [""registration"", ""automatically""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.95, ""reasoning"": ""User explicitly requests automatic form filling functionality.""}"
"{""user_context"": ""Compare prices for tablets across different stores"", ""context_metadata"": {""urls"": [""https://www.api.com/dashboard""], ""tags"": [""tablets"", ""stores""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.89, ""reasoning"": ""Task requires comparing prices across different retailers or vendors.""}"
"{""user_context"": ""Download analytics reports automatically from the system"", ""context_metadata"": {""urls"": [""https://dashboard.example.com/api""], ""tags"": [""analytics"", ""the system""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.9, ""reasoning"": ""User explicitly requests automatic report downloads.""}"
"{""user_context"": ""Capture notes on the training during the review session"", ""context_metadata"": {""urls"": [""https://example.com/portal""], ""tags"": [""capture"", ""the training""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.86, ""reasoning"": ""User wants to save notes or document key points, indicating note-taking functionality.""}"
"{""user_context"": ""Generate a flowchart diagram of the application"", ""context_metadata"": {""urls"": [], ""tags"": [""flowchart"", ""the application""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.87, ""reasoning"": ""Request involves creating visual diagrams or flowcharts.""}"
"{""user_context"": ""Generate a map showing our offices and their locations"", ""context_metadata"": {""urls"": [""https://www.dashboard.com/portal""], ""tags"": [""showing"", ""our offices""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.91, ""reasoning"": ""User explicitly requests creating a map with location data.""}"
"{""user_context"": ""Complete contact form with pre-filled information"", ""context_metadata"": {""urls"": [""https://admin.example.com/portal""], ""tags"": [""contact"", ""pre-filled""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.86, ""reasoning"": ""User explicitly requests automatic form filling functionality.""}"
"{""user_context"": ""Compile financial information into a spreadsheet document"", ""context_metadata"": {""urls"": [""https://www.portal.com/dashboard""], ""tags"": [""compile"", ""financial information""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.88, ""reasoning"": ""Request involves extracting or organizing data into a sheet/spreadsheet format.""}"
"{""user_context"": ""Generate a Google Sheets document with sales figures"", ""context_metadata"": {""urls"": [], ""tags"": [""sheets"", ""sales figures""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.88, ""reasoning"": ""Task involves data extraction and organization into spreadsheet format.""}"
"{""user_context"": ""Create a map showing office locations"", ""context_metadata"": {""urls"": [], ""tags"": [""map"", ""office locations""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.88, ""reasoning"": ""Request involves creating geographic visualizations or location maps.""}"
"{""user_context"": ""Generate a map showing customer sites and their locations"", ""context_metadata"": {""urls"": [], ""tags"": [""showing"", ""customer sites""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.95, ""reasoning"": ""User wants to create a map showing locations, matching CREATE_LOCATION_MAP task type.""}"
