input,expected_output
"{""urls"": [""https://example.com/shopping/635-1"", ""https://example.com/shopping/604-2"", ""https://example.com/shopping/809-3""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/shopping/635-1"", ""title"": ""Summit Trail Backpack review and pricing"", ""tags"": [""pricing"", ""reviews"", ""specifications"", ""product page""], ""content"": ""Summit Trail Backpack - Price: $561. Rating: 4.7 from 350+ reviews. Includes specs, colors, and shipping details. Source URL: https://example.com/shopping/635-1"", ""short_summary"": ""The page lists Summit Trail Backpack with pricing, specs, and customer ratings. Reviews highlight build quality, battery life, and warranty coverage. The comparison table shows alternatives at similar price points.""}, {""url"": ""https://example.com/shopping/604-2"", ""title"": ""Orbit Standing Desk review and pricing"", ""tags"": [""pricing"", ""specifications""], ""content"": ""Orbit Standing Desk - Price: $865. Rating: 4.1 from 350+ reviews. Includes specs, colors, and shipping details. Source URL: https://example.com/shopping/604-2"", ""short_summary"": ""The page lists Orbit Standing Desk with pricing, specs, and customer ratings. Reviews highlight build quality, battery life, and warranty coverage. The comparison table shows alternatives at similar price points.""}, {""url"": ""https://example.com/shopping/809-3"", ""title"": ""Summit Trail Backpack review and pricing"", ""tags"": [""pricing"", ""reviews""], ""content"": ""Summit Trail Backpack - Price: $816. Rating: 4.2 from 350+ reviews. Includes specs, colors, and shipping details. Source URL: https://example.com/shopping/809-3"", ""short_summary"": ""The page lists Summit Trail Backpack with pricing, specs, and customer ratings. Reviews highlight build quality, battery life, and warranty coverage. The comparison table shows alternatives at similar price points.""}]}"
"{""urls"": [""https://example.com/shopping/608-1"", ""https://example.com/shopping/804-2"", ""https://example.com/shopping/254-3""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/shopping/608-1"", ""title"": ""Summit Trail Backpack review and pricing"", ""tags"": [""product page"", ""pricing"", ""reviews""], ""content"": ""Summit Trail Backpack - Price: $314. Rating: 4.3 from 350+ reviews. Includes specs, colors, and shipping details. Source URL: https://example.com/shopping/608-1"", ""short_summary"": ""The page lists Summit Trail Backpack with pricing, specs, and customer ratings. Reviews highlight build quality, battery life, and warranty coverage. The comparison table shows alternatives at similar price points.""}, {""url"": ""https://example.com/shopping/804-2"", ""title"": ""BrightFlow Air Purifier review and pricing"", ""tags"": [""product page"", ""specifications"", ""reviews""], ""content"": ""BrightFlow Air Purifier - Price: $886. Rating: 4.1 from 350+ reviews. Includes specs, colors, and shipping details. Source URL: https://example.com/shopping/804-2"", ""short_summary"": ""The page lists BrightFlow Air Purifier with pricing, specs, and customer ratings. Reviews highlight build quality, battery life, and warranty coverage. The comparison table shows alternatives at similar price points.""}, {""url"": ""https://example.com/shopping/254-3"", ""title"": ""Aurora Noise-Canceling Headphones review and pricing"", ""tags"": [""pricing"", ""product page"", ""specifications"", ""reviews""], ""content"": ""Aurora Noise-Canceling Headphones - Price: $399. Rating: 4.9 from 350+ reviews. Includes specs, colors, and shipping details. Source URL: https://example.com/shopping/254-3"", ""short_summary"": ""The page lists Aurora Noise-Canceling Headphones with pricing, specs, and customer ratings. Reviews highlight build quality, battery life, and warranty coverage. The comparison table shows alternatives at similar price points.""}]}"
"{""urls"": null, ""context"": ""Silverline Laptop Pro 14 - Price: $567. Rating: 4.6 from 350+ reviews. Includes specs, colors, and shipping details."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""Silverline Laptop Pro 14 review and pricing"", ""tags"": [""pricing"", ""specifications""], ""content"": ""Silverline Laptop Pro 14 - Price: $567. Rating: 4.6 from 350+ reviews. Includes specs, colors, and shipping details."", ""short_summary"": ""The page lists Silverline Laptop Pro 14 with pricing, specs, and customer ratings. Reviews highlight build quality, battery life, and warranty coverage. The comparison table shows alternatives at similar price points.""}]}"
"{""urls"": null, ""context"": ""Summit Trail Backpack - Price: $431. Rating: 4.1 from 350+ reviews. Includes specs, colors, and shipping details."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""Summit Trail Backpack review and pricing"", ""tags"": [""specifications"", ""reviews""], ""content"": ""Summit Trail Backpack - Price: $431. Rating: 4.1 from 350+ reviews. Includes specs, colors, and shipping details."", ""short_summary"": ""The page lists Summit Trail Backpack with pricing, specs, and customer ratings. Reviews highlight build quality, battery life, and warranty coverage. The comparison table shows alternatives at similar price points.""}]}"
"{""urls"": [""https://example.com/shopping/770-1"", ""https://example.com/shopping/953-2"", ""https://example.com/shopping/614-3""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/shopping/770-1"", ""title"": ""Nimbus Smartwatch 3 review and pricing"", ""tags"": [""product page"", ""specifications""], ""content"": ""Nimbus Smartwatch 3 - Price: $1114. Rating: 4.0 from 350+ reviews. Includes specs, colors, and shipping details. Source URL: https://example.com/shopping/770-1"", ""short_summary"": ""The page lists Nimbus Smartwatch 3 with pricing, specs, and customer ratings. Reviews highlight build quality, battery life, and warranty coverage. The comparison table shows alternatives at similar price points.""}, {""url"": ""https://example.com/shopping/953-2"", ""title"": ""Summit Trail Backpack review and pricing"", ""tags"": [""specifications"", ""pricing"", ""reviews"", ""product page""], ""content"": ""Summit Trail Backpack - Price: $583. Rating: 4.3 from 350+ reviews. Includes specs, colors, and shipping details. Source URL: https://example.com/shopping/953-2"", ""short_summary"": ""The page lists Summit Trail Backpack with pricing, specs, and customer ratings. Reviews highlight build quality, battery life, and warranty coverage. The comparison table shows alternatives at similar price points.""}, {""url"": ""https://example.com/shopping/614-3"", ""title"": ""Aurora Noise-Canceling Headphones review and pricing"", ""tags"": [""product page"", ""pricing""], ""content"": ""Aurora Noise-Canceling Headphones - Price: $50. Rating: 4.4 from 350+ reviews. Includes specs, colors, and shipping details. Source URL: https://example.com/shopping/614-3"", ""short_summary"": ""The page lists Aurora Noise-Canceling Headphones with pricing, specs, and customer ratings. Reviews highlight build quality, battery life, and warranty coverage. The comparison table shows alternatives at similar price points.""}]}"
"{""urls"": [""https://example.com/shopping/462-1""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/shopping/462-1"", ""title"": ""Aurora Noise-Canceling Headphones review and pricing"", ""tags"": [""pricing"", ""reviews""], ""content"": ""Aurora Noise-Canceling Headphones - Price: $828. Rating: 4.7 from 350+ reviews. Includes specs, colors, and shipping details. Source URL: https://example.com/shopping/462-1"", ""short_summary"": ""The page lists Aurora Noise-Canceling Headphones with pricing, specs, and customer ratings. Reviews highlight build quality, battery life, and warranty coverage. The comparison table shows alternatives at similar price points.""}]}"
"{""urls"": null, ""context"": ""Orbit Standing Desk - Price: $1021. Rating: 4.5 from 350+ reviews. Includes specs, colors, and shipping details."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""Orbit Standing Desk review and pricing"", ""tags"": [""pricing"", ""reviews""], ""content"": ""Orbit Standing Desk - Price: $1021. Rating: 4.5 from 350+ reviews. Includes specs, colors, and shipping details."", ""short_summary"": ""The page lists Orbit Standing Desk with pricing, specs, and customer ratings. Reviews highlight build quality, battery life, and warranty coverage. The comparison table shows alternatives at similar price points.""}]}"
"{""urls"": [""https://example.com/shopping/100-1"", ""https://example.com/shopping/345-2""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/shopping/100-1"", ""title"": ""Cobalt Espresso Machine review and pricing"", ""tags"": [""reviews"", ""pricing"", ""specifications"", ""product page""], ""content"": ""Cobalt Espresso Machine - Price: $1314. Rating: 4.0 from 350+ reviews. Includes specs, colors, and shipping details. Source URL: https://example.com/shopping/100-1"", ""short_summary"": ""The page lists Cobalt Espresso Machine with pricing, specs, and customer ratings. Reviews highlight build quality, battery life, and warranty coverage. The comparison table shows alternatives at similar price points.""}, {""url"": ""https://example.com/shopping/345-2"", ""title"": ""Orbit Standing Desk review and pricing"", ""tags"": [""pricing"", ""product page""], ""content"": ""Orbit Standing Desk - Price: $930. Rating: 4.8 from 350+ reviews. Includes specs, colors, and shipping details. Source URL: https://example.com/shopping/345-2"", ""short_summary"": ""The page lists Orbit Standing Desk with pricing, specs, and customer ratings. Reviews highlight build quality, battery life, and warranty coverage. The comparison table shows alternatives at similar price points.""}]}"
"{""urls"": [""https://example.com/shopping/744-1"", ""https://example.com/shopping/180-2""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/shopping/744-1"", ""title"": ""Summit Trail Backpack review and pricing"", ""tags"": [""pricing"", ""reviews"", ""specifications""], ""content"": ""Summit Trail Backpack - Price: $129. Rating: 4.8 from 350+ reviews. Includes specs, colors, and shipping details. Source URL: https://example.com/shopping/744-1"", ""short_summary"": ""The page lists Summit Trail Backpack with pricing, specs, and customer ratings. Reviews highlight build quality, battery life, and warranty coverage. The comparison table shows alternatives at similar price points.""}, {""url"": ""https://example.com/shopping/180-2"", ""title"": ""Summit Trail Backpack review and pricing"", ""tags"": [""product page"", ""specifications"", ""pricing"", ""reviews""], ""content"": ""Summit Trail Backpack - Price: $292. Rating: 4.4 from 350+ reviews. Includes specs, colors, and shipping details. Source URL: https://example.com/shopping/180-2"", ""short_summary"": ""The page lists Summit Trail Backpack with pricing, specs, and customer ratings. Reviews highlight build quality, battery life, and warranty coverage. The comparison table shows alternatives at similar price points.""}]}"
"{""urls"": null, ""context"": ""Endpoint: GET /v1/files. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/files"", ""tags"": [""developer guide"", ""documentation"", ""API reference"", ""technical specification""], ""content"": ""Endpoint: GET /v1/files. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/files endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": null, ""context"": ""Endpoint: GET /v1/jobs. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/jobs"", ""tags"": [""API reference"", ""technical specification""], ""content"": ""Endpoint: GET /v1/jobs. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/jobs endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": [""https://example.com/documentation/883-1""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/documentation/883-1"", ""title"": ""API reference for /v1/users"", ""tags"": [""technical specification"", ""developer guide"", ""API reference"", ""documentation""], ""content"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/883-1"", ""short_summary"": ""The documentation explains the /v1/users endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": null, ""context"": ""Endpoint: GET /v1/events. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/events"", ""tags"": [""API reference"", ""developer guide""], ""content"": ""Endpoint: GET /v1/events. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/events endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": [""https://example.com/documentation/306-1""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/documentation/306-1"", ""title"": ""API reference for /v1/events"", ""tags"": [""developer guide"", ""API reference""], ""content"": ""Endpoint: GET /v1/events. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/306-1"", ""short_summary"": ""The documentation explains the /v1/events endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": null, ""context"": ""Endpoint: GET /v1/events. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/events"", ""tags"": [""developer guide"", ""technical specification"", ""documentation""], ""content"": ""Endpoint: GET /v1/events. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/events endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": [""https://example.com/documentation/531-1"", ""https://example.com/documentation/828-2"", ""https://example.com/documentation/968-3""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/documentation/531-1"", ""title"": ""API reference for /v1/events"", ""tags"": [""developer guide"", ""API reference"", ""technical specification""], ""content"": ""Endpoint: GET /v1/events. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/531-1"", ""short_summary"": ""The documentation explains the /v1/events endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/828-2"", ""title"": ""API reference for /v1/jobs"", ""tags"": [""technical specification"", ""developer guide""], ""content"": ""Endpoint: GET /v1/jobs. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/828-2"", ""short_summary"": ""The documentation explains the /v1/jobs endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/968-3"", ""title"": ""API reference for /v1/metrics"", ""tags"": [""developer guide"", ""API reference"", ""technical specification""], ""content"": ""Endpoint: GET /v1/metrics. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/968-3"", ""short_summary"": ""The documentation explains the /v1/metrics endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": [""https://example.com/documentation/140-1"", ""https://example.com/documentation/473-2"", ""https://example.com/documentation/219-3""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/documentation/140-1"", ""title"": ""API reference for /v1/users"", ""tags"": [""developer guide"", ""API reference"", ""documentation""], ""content"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/140-1"", ""short_summary"": ""The documentation explains the /v1/users endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/473-2"", ""title"": ""API reference for /v1/users"", ""tags"": [""technical specification"", ""documentation""], ""content"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/473-2"", ""short_summary"": ""The documentation explains the /v1/users endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/219-3"", ""title"": ""API reference for /v1/jobs"", ""tags"": [""documentation"", ""developer guide"", ""API reference"", ""technical specification""], ""content"": ""Endpoint: GET /v1/jobs. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/219-3"", ""short_summary"": ""The documentation explains the /v1/jobs endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": [""https://example.com/documentation/401-1"", ""https://example.com/documentation/484-2""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/documentation/401-1"", ""title"": ""API reference for /v1/metrics"", ""tags"": [""technical specification"", ""developer guide"", ""documentation"", ""API reference""], ""content"": ""Endpoint: GET /v1/metrics. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/401-1"", ""short_summary"": ""The documentation explains the /v1/metrics endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/484-2"", ""title"": ""API reference for /v1/users"", ""tags"": [""API reference"", ""documentation"", ""technical specification"", ""developer guide""], ""content"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/484-2"", ""short_summary"": ""The documentation explains the /v1/users endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": [""https://example.com/documentation/629-1"", ""https://example.com/documentation/755-2""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/documentation/629-1"", ""title"": ""API reference for /v1/events"", ""tags"": [""technical specification"", ""developer guide"", ""API reference""], ""content"": ""Endpoint: GET /v1/events. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/629-1"", ""short_summary"": ""The documentation explains the /v1/events endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/755-2"", ""title"": ""API reference for /v1/files"", ""tags"": [""technical specification"", ""API reference""], ""content"": ""Endpoint: GET /v1/files. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/755-2"", ""short_summary"": ""The documentation explains the /v1/files endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": [""https://example.com/documentation/423-1"", ""https://example.com/documentation/810-2""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/documentation/423-1"", ""title"": ""API reference for /v1/metrics"", ""tags"": [""technical specification"", ""API reference"", ""developer guide""], ""content"": ""Endpoint: GET /v1/metrics. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/423-1"", ""short_summary"": ""The documentation explains the /v1/metrics endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/810-2"", ""title"": ""API reference for /v1/files"", ""tags"": [""technical specification"", ""developer guide"", ""documentation"", ""API reference""], ""content"": ""Endpoint: GET /v1/files. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/810-2"", ""short_summary"": ""The documentation explains the /v1/files endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": null, ""context"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/users"", ""tags"": [""technical specification"", ""documentation""], ""content"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/users endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": null, ""context"": ""Endpoint: GET /v1/metrics. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/metrics"", ""tags"": [""API reference"", ""developer guide""], ""content"": ""Endpoint: GET /v1/metrics. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/metrics endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": [""https://example.com/documentation/997-1"", ""https://example.com/documentation/124-2"", ""https://example.com/documentation/256-3""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/documentation/997-1"", ""title"": ""API reference for /v1/jobs"", ""tags"": [""documentation"", ""developer guide"", ""API reference"", ""technical specification""], ""content"": ""Endpoint: GET /v1/jobs. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/997-1"", ""short_summary"": ""The documentation explains the /v1/jobs endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/124-2"", ""title"": ""API reference for /v1/jobs"", ""tags"": [""developer guide"", ""API reference""], ""content"": ""Endpoint: GET /v1/jobs. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/124-2"", ""short_summary"": ""The documentation explains the /v1/jobs endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/256-3"", ""title"": ""API reference for /v1/metrics"", ""tags"": [""documentation"", ""technical specification"", ""API reference""], ""content"": ""Endpoint: GET /v1/metrics. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/256-3"", ""short_summary"": ""The documentation explains the /v1/metrics endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": [""https://example.com/documentation/213-1"", ""https://example.com/documentation/915-2""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/documentation/213-1"", ""title"": ""API reference for /v1/users"", ""tags"": [""developer guide"", ""documentation"", ""technical specification"", ""API reference""], ""content"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/213-1"", ""short_summary"": ""The documentation explains the /v1/users endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/915-2"", ""title"": ""API reference for /v1/users"", ""tags"": [""documentation"", ""API reference"", ""technical specification"", ""developer guide""], ""content"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/915-2"", ""short_summary"": ""The documentation explains the /v1/users endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": [""https://example.com/documentation/811-1"", ""https://example.com/documentation/226-2""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/documentation/811-1"", ""title"": ""API reference for /v1/users"", ""tags"": [""technical specification"", ""API reference"", ""documentation""], ""content"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/811-1"", ""short_summary"": ""The documentation explains the /v1/users endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/226-2"", ""title"": ""API reference for /v1/users"", ""tags"": [""technical specification"", ""API reference""], ""content"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/226-2"", ""short_summary"": ""The documentation explains the /v1/users endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": null, ""context"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/users"", ""tags"": [""developer guide"", ""documentation"", ""technical specification""], ""content"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/users endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": null, ""context"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/users"", ""tags"": [""API reference"", ""documentation"", ""technical specification""], ""content"": ""Endpoint: GET /v1/users. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/users endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": [""https://example.com/documentation/773-1"", ""https://example.com/documentation/426-2""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/documentation/773-1"", ""title"": ""API reference for /v1/events"", ""tags"": [""developer guide"", ""technical specification"", ""API reference""], ""content"": ""Endpoint: GET /v1/events. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/773-1"", ""short_summary"": ""The documentation explains the /v1/events endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/426-2"", ""title"": ""API reference for /v1/events"", ""tags"": [""API reference"", ""developer guide"", ""technical specification"", ""documentation""], ""content"": ""Endpoint: GET /v1/events. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/426-2"", ""short_summary"": ""The documentation explains the /v1/events endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": null, ""context"": ""Endpoint: GET /v1/metrics. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/metrics"", ""tags"": [""technical specification"", ""documentation""], ""content"": ""Endpoint: GET /v1/metrics. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/metrics endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": null, ""context"": ""Endpoint: GET /v1/metrics. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/metrics"", ""tags"": [""API reference"", ""documentation""], ""content"": ""Endpoint: GET /v1/metrics. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/metrics endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": null, ""context"": ""Endpoint: GET /v1/jobs. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/jobs"", ""tags"": [""technical specification"", ""developer guide""], ""content"": ""Endpoint: GET /v1/jobs. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/jobs endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": null, ""context"": ""Endpoint: GET /v1/jobs. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""provided_context"", ""title"": ""API reference for /v1/jobs"", ""tags"": [""technical specification"", ""developer guide"", ""API reference""], ""content"": ""Endpoint: GET /v1/jobs. Requires bearer token. Returns paginated results with id, status, and timestamps."", ""short_summary"": ""The documentation explains the /v1/jobs endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
"{""urls"": [""https://example.com/documentation/269-1"", ""https://example.com/documentation/396-2""], ""context"": null, ""caller"": ""dataset_generator""}","{""contexts"": [{""url"": ""https://example.com/documentation/269-1"", ""title"": ""API reference for /v1/jobs"", ""tags"": [""documentation"", ""developer guide"", ""API reference""], ""content"": ""Endpoint: GET /v1/jobs. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/269-1"", ""short_summary"": ""The documentation explains the /v1/jobs endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}, {""url"": ""https://example.com/documentation/396-2"", ""title"": ""API reference for /v1/files"", ""tags"": [""developer guide"", ""API reference""], ""content"": ""Endpoint: GET /v1/files. Requires bearer token. Returns paginated results with id, status, and timestamps. Source URL: https://example.com/documentation/396-2"", ""short_summary"": ""The documentation explains the /v1/files endpoints and auth. It includes request parameters, response payloads, and error codes. Examples show curl usage and pagination fields.""}]}"
